LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,BsmtFinSf1,BsmtFinSf2,TotalBsmtSf,FirstFlrSf,SecondFlrSf,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSf,OpenPorchSf,EnclosedPorch,ThreeSsnPorch,ScreenPorch,SalePrice
8965,7,5,2003,2003,652,0,782,806,683,1489,1,0,2,1,3,1,8,1,2,400,0,75,0,0,0,192000
8174,7,5,2003,2003,494,0,698,698,644,1342,1,0,2,1,3,1,7,1,2,393,100,56,0,0,0,178000
5063,7,5,2007,2008,904,0,1314,1314,0,1314,1,0,2,0,2,1,6,1,2,626,172,62,0,0,0,207500
9734,7,5,2004,2004,241,113,384,744,630,1374,0,0,2,1,3,1,7,0,2,400,0,0,0,0,0,167000
7750,7,5,1999,2000,0,0,384,774,656,1430,0,0,2,1,3,1,7,1,2,400,0,0,0,0,0,156000
7848,7,6,1999,1999,0,0,384,774,656,1430,0,0,2,1,3,1,7,1,2,410,0,0,0,0,0,168000
9139,8,5,2006,2006,379,0,1422,1432,0,1432,0,0,2,0,3,1,7,1,2,492,297,50,0,0,0,245000
8640,7,5,2008,2008,0,0,1402,1402,0,1402,0,0,2,0,3,1,7,0,2,625,205,126,0,0,0,229800
7500,8,5,2006,2007,24,0,1372,1448,0,1448,0,0,2,0,2,1,6,1,2,692,0,140,0,0,0,238500
7500,7,5,2004,2005,410,0,1221,1221,0,1221,1,0,2,0,2,1,6,0,2,400,0,113,0,0,0,185000
9605,7,6,2007,2007,0,0,1218,1218,0,1218,0,0,1,1,3,1,6,0,2,576,0,178,0,0,0,159000
7500,7,5,2006,2006,54,0,1141,1141,0,1141,1,0,1,1,3,1,6,0,2,484,182,0,0,0,0,152000
7500,6,5,2004,2004,0,0,1158,1158,0,1158,0,0,1,1,3,1,5,0,0,0,0,50,0,0,0,143500
10083,7,5,2003,2003,833,0,1176,1200,0,1200,1,0,2,0,2,1,5,0,2,555,0,41,0,0,0,184900
13072,7,5,2004,2005,0,0,1114,1114,0,1114,0,0,1,1,3,1,6,0,2,576,248,102,0,0,0,159000
13072,5,5,2004,2004,0,0,1114,1114,0,1114,0,0,1,1,3,1,6,0,0,0,0,39,0,0,0,142000
12450,5,5,2003,2004,836,0,1114,1114,0,1114,1,0,2,0,3,1,6,0,2,576,0,42,0,0,0,153000
8529,7,5,2001,2001,20,0,1454,1434,0,1434,0,0,2,0,3,1,6,1,2,527,290,39,0,0,0,189000
10762,6,6,1980,1980,0,0,626,626,591,1217,0,0,1,1,3,1,6,1,1,288,0,28,0,0,0,120000
7175,6,5,1990,1991,0,0,1332,1332,0,1332,0,0,2,0,2,1,5,0,2,542,0,60,0,0,0,145000
10274,6,7,1986,1986,331,0,676,698,702,1400,0,0,2,1,3,1,6,0,2,465,0,48,0,0,0,162000
8400,4,4,1950,1950,0,0,721,841,0,841,0,0,1,0,2,1,4,0,1,294,250,0,24,0,0,82000
9000,6,3,1928,1950,0,0,784,784,0,784,0,0,1,0,2,1,5,0,2,360,0,0,91,0,0,76000
9750,5,5,1962,1962,68,884,980,980,0,980,1,0,1,0,3,1,5,0,2,400,0,28,0,0,0,110000
7064,5,6,1977,1977,560,0,980,980,0,980,0,0,1,0,3,1,6,0,2,484,192,0,0,0,0,135000
8499,5,6,1961,1961,660,0,864,864,0,864,1,0,1,0,3,1,5,0,2,732,0,312,0,0,0,141000
9079,5,5,1961,1961,864,0,864,864,0,864,0,0,1,0,2,1,5,0,1,440,158,0,0,0,0,122000
7791,5,8,1963,1995,624,0,912,912,0,912,1,0,1,0,3,1,6,0,1,300,0,0,0,0,0,129000
10000,5,6,1961,1983,594,0,864,1144,0,1144,1,0,1,0,3,1,6,1,1,264,165,0,0,0,0,131400
8281,5,5,1965,1965,553,311,864,864,0,864,0,0,1,0,3,1,5,1,1,360,0,0,236,0,0,62383
7150,5,6,1962,1962,140,590,912,912,0,912,0,1,1,0,3,1,6,0,1,252,0,0,0,0,0,123000
4217,6,5,2008,2008,962,0,1145,1256,0,1256,1,0,1,1,1,1,5,1,2,641,0,169,0,0,0,195000
3230,6,5,1999,1999,381,0,729,742,729,1471,0,0,2,1,3,1,6,0,2,440,0,24,0,0,0,172500
3768,7,5,1999,1999,549,0,691,713,739,1452,1,0,2,1,3,1,6,0,2,506,0,34,0,0,0,156000
3782,8,5,1981,1981,960,0,1226,1226,0,1226,1,0,1,0,1,1,4,2,2,484,133,78,0,0,0,211500
11717,6,6,1970,1970,0,0,1442,1442,0,1442,0,0,2,0,2,1,6,1,2,615,371,0,0,0,0,185000
9156,6,7,1968,1968,0,0,1489,1489,0,1489,0,0,2,0,3,1,7,1,2,462,0,0,0,0,0,185750
12936,6,6,1972,1972,593,0,723,735,660,1395,0,1,1,1,3,1,6,1,2,497,294,116,0,0,0,162000
9600,5,5,1969,1969,553,147,1288,1336,0,1336,0,1,2,0,3,1,6,1,2,502,312,11,0,0,0,163000
9650,6,5,1977,1977,686,0,1350,1334,0,1334,0,1,2,0,2,1,6,1,2,630,0,16,0,0,0,167900
7130,5,6,1967,1967,648,0,864,864,0,864,0,1,1,0,2,1,5,0,1,312,0,0,0,0,0,130000
9100,5,6,1965,1965,338,466,925,925,0,925,0,1,1,0,2,1,5,0,1,429,0,0,0,0,0,117500
16500,6,5,1971,1971,962,0,1232,1320,0,1320,0,1,2,0,3,1,5,1,2,495,0,20,0,0,0,172500
9790,6,5,1967,1967,251,630,1372,1342,0,1342,0,0,2,0,3,1,7,1,2,457,0,0,0,0,197,161500
7436,4,7,1960,1960,734,0,894,894,0,894,1,0,1,0,2,1,5,1,2,396,0,0,0,360,0,141500
8125,5,7,1959,1959,403,0,864,864,0,864,0,0,1,0,3,1,5,0,1,308,0,0,0,0,0,118000
9100,6,6,1959,1959,612,0,864,864,0,864,0,0,1,0,2,1,5,0,1,300,0,0,0,0,0,127500
9450,4,5,1957,1957,775,0,1040,1362,0,1362,1,0,1,0,3,1,6,1,3,768,0,0,84,0,0,140000
9350,5,6,1961,1995,310,512,1313,1313,0,1313,1,0,1,1,3,1,6,1,2,610,172,28,0,0,121,153000
11000,5,6,1966,1966,740,230,1154,1154,0,1154,0,0,1,1,3,1,6,1,2,480,0,58,0,0,0,154000
12095,6,6,1964,1964,564,0,1127,1445,0,1445,0,0,1,1,3,1,7,1,2,645,180,0,0,0,0,158000
9600,5,6,1959,1959,991,0,1041,1041,0,1041,1,0,1,0,3,1,6,0,1,270,224,88,0,0,0,124500
9768,5,5,1955,1955,100,247,960,960,0,960,1,0,1,0,2,1,5,0,1,330,0,70,0,0,0,122000
5330,4,7,1940,1950,280,0,420,708,0,708,0,0,1,0,2,1,5,0,0,0,164,0,0,0,0,82500
7015,5,4,1950,1950,185,0,709,979,224,1203,1,0,1,0,3,1,5,1,1,352,0,0,248,0,0,110000
9600,5,6,1956,1956,504,0,1050,1050,0,1050,0,0,1,0,2,1,5,0,1,338,0,0,0,0,0,128900
9600,5,7,1950,2007,607,0,1113,1113,0,1113,0,0,1,0,3,1,5,1,1,264,0,80,120,0,0,147000
10573,6,6,1961,1961,1312,0,1453,1453,0,1453,1,0,2,0,3,1,6,1,2,530,0,49,0,0,288,187500
9500,6,5,1963,1963,609,0,1394,1394,0,1394,1,0,1,1,3,1,6,2,2,514,0,76,0,0,185,159000
13560,6,3,1968,1968,0,0,1392,1392,0,1392,1,0,1,0,2,1,5,2,2,576,0,0,240,0,0,110000
8760,5,7,1956,1956,856,0,1169,1144,0,1144,1,0,1,0,3,1,6,0,1,286,257,0,0,0,0,150000
8400,6,3,1957,1957,189,661,1478,1478,0,1478,1,0,1,1,3,1,6,2,2,442,114,0,0,0,216,156500
12285,7,6,1960,1960,544,0,1329,1329,0,1329,0,0,1,1,3,1,5,2,2,441,0,0,203,0,0,176000
9240,6,8,1959,1998,708,0,988,988,0,988,1,0,2,0,3,1,6,0,1,297,156,0,0,0,0,149500
12400,6,7,1958,1998,585,0,1215,1215,0,1215,0,0,1,0,3,1,6,0,1,297,0,0,0,0,234,155000
8750,5,5,1955,1955,172,483,1382,1382,0,1382,0,1,1,0,3,1,6,0,1,350,280,0,0,0,0,153000
19296,6,5,1962,1962,672,690,1362,1382,0,1382,1,0,1,0,3,1,6,1,2,884,0,0,252,0,0,176000
8532,5,6,1954,1990,1213,0,1297,1297,0,1297,0,1,1,0,3,1,5,1,2,498,0,0,0,0,0,153000
8128,6,7,1954,1954,490,0,1062,1062,0,1062,1,0,1,0,3,1,6,0,1,297,0,0,0,0,0,131000
10634,5,6,1953,1953,428,180,608,1319,0,1319,1,0,1,0,3,1,5,0,1,270,66,0,0,0,0,123000
13070,5,5,1951,1951,308,0,631,1112,0,1112,0,0,1,0,2,1,5,0,2,480,0,0,0,0,255,126000
10434,4,5,1955,1955,0,0,1005,1005,0,1005,0,0,1,0,2,1,5,1,2,672,0,0,0,0,0,115000
14559,5,7,1951,2000,650,180,1008,1363,0,1363,1,0,1,0,2,1,6,2,1,288,324,42,0,0,168,164900
8480,5,6,1945,1950,700,0,793,793,0,793,1,0,1,0,2,1,4,0,1,240,0,0,0,0,0,113000
7626,5,8,1952,2005,931,0,1031,1031,0,1031,1,0,1,0,2,1,5,0,1,230,0,0,0,0,0,145500
9533,5,5,1953,1953,0,0,0,1210,0,1210,0,0,1,1,2,1,7,0,1,616,208,0,100,0,0,102900
9600,5,6,1950,1950,390,0,1200,1200,0,1200,0,0,1,0,3,1,6,0,1,246,126,0,0,0,0,129900
8000,6,6,1948,2002,680,0,972,972,0,972,1,0,1,0,2,1,5,1,1,240,0,0,0,0,0,132000
5470,3,5,1958,1958,0,0,792,792,0,792,0,0,1,0,2,1,4,0,1,366,0,90,0,0,0,99900
10800,5,7,1939,2006,0,0,676,676,676,1352,0,1,2,0,4,1,7,0,2,720,187,0,128,0,0,149000
8146,4,8,1900,2003,0,0,405,717,322,1039,0,0,1,0,2,1,6,0,1,281,0,0,168,0,111,114000
9022,5,8,1924,2006,0,0,768,792,0,792,0,0,1,0,2,1,5,0,1,240,316,0,120,0,0,109500
10230,5,7,1925,1950,0,0,1054,1078,0,1078,0,0,1,0,3,1,6,0,1,264,0,0,0,0,112,125000
5400,2,5,1940,1950,0,0,416,599,0,599,1,0,1,0,2,1,4,0,0,0,0,81,0,0,0,59000
5400,4,6,1920,1950,315,105,840,840,534,1374,0,0,1,0,2,1,6,0,1,338,0,0,198,0,0,105000
10800,5,7,1920,1950,0,0,720,846,0,846,0,0,1,0,2,1,4,0,2,576,0,0,0,0,0,106000
10800,3,5,1890,1998,0,0,630,725,0,725,0,0,1,1,1,1,4,0,1,320,0,30,0,0,0,78500
10143,6,7,1963,1963,384,0,1380,1380,0,1380,0,0,1,1,3,1,6,0,1,364,0,0,0,0,216,154000
11500,6,4,1967,1967,872,60,1040,1040,0,1040,1,0,1,0,3,1,6,1,2,480,0,0,156,0,0,163000
8010,6,9,1958,2007,745,0,951,951,0,951,1,0,1,0,2,1,6,0,2,480,0,0,42,0,0,143500
10454,6,6,1957,1957,546,0,1105,1105,0,1105,0,0,1,0,3,1,5,0,1,308,0,0,0,0,0,135000
8712,5,7,1957,2000,860,0,992,1306,0,1306,1,0,1,0,2,1,5,0,1,756,0,0,0,0,0,153000
17600,6,5,1960,1960,1270,0,1478,1478,0,1478,1,0,2,0,3,1,6,2,2,498,0,40,0,0,0,157500
9000,6,6,1958,1958,0,0,160,1142,0,1142,0,0,1,0,2,1,5,1,1,384,0,28,64,0,0,113500
12144,5,7,1949,1950,375,0,832,1036,0,1268,0,0,1,0,3,1,6,1,1,288,0,28,0,0,0,133000
8544,3,4,1950,1950,0,0,0,1040,0,1040,0,0,2,0,2,2,6,0,2,400,0,0,0,0,0,92900
7200,4,5,1949,1950,0,0,0,1040,0,1040,0,0,2,0,2,2,6,0,2,420,0,0,0,0,0,90000
7350,5,6,1958,1958,0,0,1041,1041,0,1041,0,0,1,0,3,1,6,0,1,294,0,0,0,0,0,128000
7200,5,7,1952,1952,630,102,732,732,0,732,1,0,1,0,2,1,4,0,1,240,0,68,0,0,0,118900
8000,5,5,1959,1959,433,95,528,1183,0,1183,1,0,1,0,3,1,6,0,1,288,0,0,0,0,0,138000
7931,5,5,1959,1959,1148,0,1148,1148,0,1148,1,0,1,0,3,1,6,0,1,672,0,0,0,0,0,132500
10800,4,7,1949,1996,0,0,832,832,629,1461,0,0,2,0,4,1,6,0,1,384,0,204,0,0,0,133500
8604,5,7,1978,1978,941,0,941,941,0,941,1,0,1,0,2,1,4,0,2,564,0,40,0,0,0,145000
7936,6,6,1963,1963,826,0,1045,1045,0,1045,1,0,1,0,3,1,6,1,1,264,0,0,0,0,0,127000
6600,5,5,1962,1962,0,0,894,894,0,894,0,0,1,0,2,1,5,0,1,308,0,0,0,0,0,109500
3950,6,8,1926,2004,468,0,818,818,406,1224,0,0,1,0,3,1,5,0,1,210,0,0,116,0,0,115000
10440,5,6,1910,1981,0,0,440,682,548,1230,0,0,1,1,2,1,5,0,2,440,74,0,128,0,0,110000
4080,6,8,1935,1998,0,0,901,861,517,1378,0,0,1,0,3,1,6,0,1,162,54,0,40,0,0,128900
15660,5,8,1910,2003,0,0,240,810,496,1306,0,0,1,1,3,1,6,0,2,472,0,0,0,0,0,130000
9900,5,8,1910,2002,0,0,504,764,700,1464,0,0,2,0,3,1,7,0,0,0,0,0,176,0,0,129000
3378,7,8,1946,1992,0,0,651,707,682,1389,0,0,1,1,3,1,6,2,1,240,0,0,126,0,0,135000
10134,5,5,1910,1950,0,0,801,801,646,1447,0,0,1,0,3,1,6,0,0,0,80,0,244,0,0,103000
6000,4,4,1953,1953,0,0,936,936,0,936,0,0,1,0,2,1,4,0,2,576,0,32,112,0,0,93000
6000,5,7,1950,1970,384,0,768,768,560,1328,0,0,1,1,3,1,6,0,1,308,0,12,0,0,0,129500
6000,5,4,1954,1954,0,0,811,811,576,1387,0,0,2,0,3,2,7,0,1,256,0,0,0,0,0,93000
7404,4,6,1920,1950,0,0,861,861,0,861,0,0,1,0,2,1,5,0,2,288,0,0,128,0,0,80000
5925,2,4,1940,1950,0,0,0,612,0,612,0,0,1,0,1,1,4,0,1,308,0,0,25,0,0,45000
5784,5,8,1938,1996,0,0,190,886,0,886,0,0,1,0,2,1,4,0,1,273,144,20,80,0,0,91300
8520,5,8,1923,1950,0,0,624,792,0,792,0,0,1,0,2,1,5,0,1,287,0,0,81,0,0,99500
3500,5,7,1947,1950,312,0,720,720,564,1284,0,0,1,1,2,1,5,0,1,240,0,35,0,0,0,110000
3600,6,7,1917,2007,0,0,624,664,624,1288,1,0,1,0,3,1,5,1,1,280,0,103,0,0,0,119000
3300,4,3,1910,1950,0,0,624,816,0,816,0,0,1,0,2,1,5,1,0,0,0,33,0,0,0,58500
9000,7,9,1920,1988,624,0,650,832,650,1482,0,1,1,0,3,1,7,0,2,324,0,0,0,0,0,143000
7200,5,4,1910,2006,247,465,1022,1022,0,1022,1,0,1,0,2,1,4,0,1,280,0,30,226,0,0,85000
6615,6,6,1923,1950,0,0,1022,1432,0,1432,0,0,1,0,3,1,6,1,1,216,266,61,0,0,0,149000
8854,6,6,1916,1950,0,0,952,952,0,952,0,0,1,0,2,1,4,1,1,192,0,98,0,0,40,121000
6000,4,6,1936,1950,672,0,672,757,567,1324,0,0,1,0,3,1,6,0,1,240,0,0,0,0,0,128000
6000,6,9,1937,2000,0,0,698,786,390,1176,0,0,1,0,2,1,4,0,2,624,210,0,0,0,0,134900
6000,5,8,1925,1997,0,0,884,884,464,1348,1,0,1,0,3,1,5,1,1,216,0,0,208,0,0,117000
6000,6,6,1939,1950,0,0,780,825,587,1412,0,0,1,0,4,1,6,1,1,280,45,0,0,0,0,132500
6000,5,5,1924,1950,220,0,468,822,320,1142,0,0,1,0,3,1,6,0,1,320,0,0,98,0,0,93000
6000,6,7,1926,2004,0,0,884,904,0,904,0,0,1,0,2,1,4,0,1,180,0,0,105,0,0,119000
6911,5,5,1924,1950,405,0,1145,1301,0,1301,0,0,1,0,2,1,5,0,2,440,0,0,0,0,0,100000
6120,2,3,1936,1950,0,0,264,800,0,800,0,0,1,0,1,1,4,1,0,0,0,0,0,0,0,60000
6120,5,7,1931,1993,209,0,715,875,0,875,1,0,1,0,2,1,5,0,1,180,48,0,0,0,0,105000
8635,5,5,1925,1950,134,0,1072,1072,0,1072,1,0,1,0,2,1,5,0,5,1184,0,0,105,0,0,126500
6240,4,5,1925,1950,152,0,780,848,0,1208,0,0,1,0,2,1,5,0,2,539,0,23,112,0,0,103000
5775,6,7,1915,2002,0,0,483,741,686,1427,0,0,1,0,3,1,7,0,1,379,0,24,112,0,0,123000
10320,6,7,1915,1965,276,262,698,754,649,1403,1,0,1,1,3,1,7,0,1,308,0,0,288,0,0,116000
4280,4,9,1946,2001,0,0,560,704,0,704,0,1,1,0,2,1,4,0,1,220,0,0,24,0,0,88750
10547,5,5,1978,1978,1152,0,1152,1152,0,1152,2,0,2,0,2,2,6,0,1,252,0,0,0,0,0,159900
10020,1,1,1922,1950,350,0,683,904,0,904,1,0,0,1,1,1,4,0,0,0,0,0,0,0,0,61000
6629,6,6,1925,1950,551,0,672,697,672,1369,1,0,2,0,3,1,6,0,1,300,147,0,0,0,0,103600
9780,5,3,1934,1950,0,0,585,687,425,1112,1,0,2,0,4,1,6,0,1,226,0,0,0,0,0,63000
12886,5,6,1963,1999,444,0,520,1464,0,1464,0,1,2,0,3,1,6,1,2,480,302,0,0,0,100,175000
8816,5,6,1963,1963,651,0,1121,1121,0,1121,1,0,1,0,3,1,5,0,2,480,0,80,0,0,0,139000
7800,5,7,1967,2004,450,0,864,899,0,899,0,0,1,0,3,1,5,0,1,288,64,0,0,0,0,130000
8014,6,5,1978,1978,456,0,456,1034,0,1034,0,1,1,0,3,1,5,1,2,504,0,0,0,0,0,149900
7252,5,5,1982,1982,685,0,858,858,0,858,1,0,1,0,2,1,5,0,2,576,120,0,0,0,0,134900
8740,5,6,1982,1982,672,0,840,860,0,860,1,0,1,0,2,1,4,0,2,528,0,0,0,0,0,137000
11616,5,5,1962,1962,170,670,1092,1092,0,1092,0,1,1,0,3,1,6,1,1,288,0,20,144,0,0,139000
15312,6,5,1960,1960,588,0,1138,1138,0,1138,0,1,1,0,3,1,6,1,2,480,0,0,0,0,140,148000
9000,2,2,1947,1950,0,0,0,660,0,660,0,0,1,0,2,1,5,0,0,0,0,0,100,0,0,63900
17140,4,6,1956,1956,1059,0,1134,1229,0,1229,0,0,1,0,3,1,6,0,1,284,0,0,0,0,0,135000
12342,4,5,1940,1950,262,0,861,861,0,861,0,0,1,0,1,1,4,0,2,539,158,0,0,0,0,82500
15635,4,5,1954,1954,0,0,0,1383,0,1383,0,0,1,0,2,1,6,0,2,498,0,0,90,0,110,122000
9571,5,5,1956,1956,257,0,1073,1073,0,1073,1,0,1,0,2,1,5,0,1,340,0,0,0,0,0,121500
9340,4,6,1941,1950,344,0,672,672,0,672,1,0,1,0,2,1,4,0,1,234,0,113,0,0,0,113000
7440,5,6,1954,1954,173,0,1089,1089,0,1089,1,0,1,0,3,1,5,1,1,252,328,0,0,0,0,125000
11500,4,3,1957,1957,0,0,0,845,0,845,0,0,1,0,3,1,5,0,1,290,186,0,0,0,0,84000
4235,5,5,1984,1984,552,393,1049,1049,0,1049,1,0,2,0,2,1,5,0,1,266,0,105,0,0,0,139500
9060,6,5,1939,1950,204,0,560,698,560,1258,0,0,1,0,2,1,6,0,1,280,0,0,0,0,0,105000
10778,7,6,1990,1991,460,286,1054,1061,0,1061,1,0,1,1,1,1,4,0,2,462,114,36,0,0,0,162000
19255,6,5,1983,1983,70,450,520,1338,0,1338,0,0,1,1,2,1,5,1,2,576,0,0,0,0,0,156500
9178,8,5,2008,2008,0,0,1468,1468,0,1468,0,0,2,0,3,1,6,1,3,904,192,142,0,0,0,239900
6762,7,5,2007,2007,902,0,1282,1290,0,1290,1,0,2,0,2,1,6,1,2,662,168,0,0,0,0,200000
10324,8,5,2008,2008,872,0,1254,1254,0,1254,1,0,2,0,2,1,5,0,3,810,168,92,0,0,0,221800
7314,7,5,2007,2007,724,0,1232,1232,0,1232,1,0,2,0,2,1,6,0,2,632,132,0,0,0,0,194500
11645,8,5,2005,2006,24,0,1498,1498,0,1498,0,0,2,0,3,1,7,1,3,844,144,98,0,0,0,237000
11646,6,5,2005,2006,0,0,704,704,718,1422,0,0,2,1,3,1,7,1,2,440,36,28,0,0,0,173000
12464,5,5,1996,1996,732,0,1040,1040,0,1040,1,0,1,0,3,1,6,0,2,576,168,0,0,0,0,152000
9757,5,7,1994,1994,755,0,990,990,0,990,1,0,1,0,3,1,5,0,1,440,66,0,0,0,92,143000
14753,7,5,1998,1998,950,0,1463,1463,0,1463,1,0,2,0,3,1,5,0,2,539,0,81,0,0,0,207000
10859,5,5,1994,1995,0,0,1097,1097,0,1097,0,0,1,1,3,1,6,0,2,672,392,64,0,0,0,145000
8072,5,5,1994,1995,746,0,990,990,0,990,1,0,1,0,3,1,5,0,2,480,0,64,0,0,0,138000
9017,7,5,1999,1999,560,0,1431,1431,0,1431,1,0,2,0,3,1,6,0,2,666,0,35,0,0,0,192000
16285,7,5,2001,2002,0,0,1413,1430,0,1430,0,0,2,0,3,1,6,0,2,605,0,33,0,0,0,187100
10739,7,5,2002,2001,1259,0,1431,1444,0,1444,1,0,2,0,3,1,6,0,2,577,144,40,0,0,0,203000
8430,5,5,1978,1978,616,0,1040,1040,0,1040,0,0,2,0,3,1,5,0,0,0,0,0,0,0,0,124000
16269,5,5,1978,1978,625,0,907,907,0,907,0,0,1,0,3,1,5,0,1,343,72,0,0,0,0,140000
6950,5,7,1979,1979,710,72,914,914,0,914,1,0,1,0,2,1,5,0,2,444,0,0,0,0,0,134900
8800,5,7,1977,2008,532,144,1040,1040,0,1040,0,0,2,0,3,1,5,0,2,484,0,0,0,0,288,150500
7000,5,8,1978,2005,646,0,864,864,0,864,1,0,1,0,3,1,6,0,1,336,0,0,0,0,0,136500
9286,5,7,1977,1989,196,0,1268,1268,0,1268,0,0,1,1,3,1,5,0,1,252,173,0,0,0,0,143500
15523,5,6,1972,1972,460,0,864,864,0,864,1,0,1,0,3,1,5,1,1,338,0,0,0,0,0,133500
7200,5,5,1972,1972,777,0,894,894,0,894,0,0,1,0,2,1,6,0,2,600,215,0,0,0,0,123000
7200,5,8,1972,2003,660,0,768,768,0,768,0,1,1,0,2,1,5,0,1,396,192,0,0,0,0,133900
8445,5,7,1972,2007,656,0,768,768,0,768,1,0,1,0,2,1,5,0,2,396,58,0,0,0,0,133000
8750,7,5,1997,1998,1111,0,1417,1417,0,1417,1,0,2,0,3,1,7,1,2,511,60,0,0,0,117,210000
9100,7,5,2001,2001,0,0,1212,1212,0,1212,0,0,2,0,3,1,6,0,2,573,356,0,0,0,0,178000
4435,6,5,2003,2004,685,0,848,848,0,848,1,0,1,0,1,1,4,0,2,420,140,0,0,0,0,144000
4435,6,5,2003,2003,685,0,848,848,0,848,1,0,1,0,1,1,4,0,2,420,140,0,0,0,0,140000
8633,6,5,2005,2005,193,0,738,738,738,1476,1,0,2,1,3,1,7,0,2,540,100,35,0,0,0,173500
11069,6,5,2007,2007,0,0,608,608,788,1396,0,0,2,1,3,1,6,1,2,440,100,36,0,0,0,170000
8777,4,5,1949,2003,0,0,0,1126,0,1126,0,0,2,0,2,1,5,0,2,520,0,96,0,0,0,108000
9937,5,7,1964,1999,637,0,1486,1486,0,1486,1,0,1,0,3,1,7,0,2,480,0,0,0,0,0,167000
8877,4,6,1938,1958,690,0,816,816,0,816,1,0,1,0,2,1,3,1,1,288,0,0,0,0,0,100000
7950,6,6,1977,1977,535,0,690,698,728,1426,0,0,1,1,3,1,6,0,2,440,252,0,0,0,0,159500
10682,4,6,1960,1971,399,0,1014,1149,0,1149,1,0,1,0,3,1,7,0,1,544,0,240,0,0,0,127000
3675,6,5,2005,2006,547,0,547,1072,0,1072,1,0,1,0,2,1,5,0,2,525,0,28,0,0,0,145500
9405,5,9,1947,2008,0,0,698,698,0,698,0,1,1,0,2,1,4,0,0,0,0,200,0,0,0,118000
6410,4,5,1959,1959,332,243,876,876,0,876,0,0,1,0,3,1,5,0,1,320,0,0,0,0,0,85000
11767,5,5,1950,1950,1078,0,1078,1368,0,1368,1,0,1,0,3,1,6,0,1,195,0,41,211,0,0,120000
4060,5,8,1922,1950,0,0,864,864,0,864,0,0,1,0,2,1,4,0,0,0,0,96,0,0,0,99900
10206,3,3,1952,1952,0,0,0,944,0,944,0,0,1,0,2,1,4,0,2,528,0,0,0,0,0,82000
12354,6,8,1920,2000,0,0,684,684,512,1196,0,0,1,0,3,1,7,0,2,528,0,46,0,0,0,110000
8212,5,6,1941,1950,626,0,720,854,444,1298,0,0,1,0,3,1,6,2,1,256,84,0,0,0,0,122000
8400,2,5,1920,1950,290,0,290,438,0,438,0,0,1,0,1,1,3,0,1,246,0,0,0,0,0,60000
9900,6,7,1940,1950,0,0,778,944,545,1489,0,0,2,0,3,1,7,1,1,240,335,0,0,0,0,139500
5707,6,6,1935,1950,0,0,583,647,595,1242,0,0,1,1,3,1,6,1,1,180,329,96,0,0,0,105000
8574,6,8,1916,2000,0,0,816,1232,0,1232,0,0,1,0,3,1,6,1,2,440,0,0,180,0,0,147500
7200,7,9,1936,2007,350,210,560,575,560,1135,1,0,1,0,3,1,6,0,2,576,256,0,0,0,0,155000
6292,7,7,1928,1950,0,0,861,877,600,1477,0,1,2,0,3,1,6,1,1,216,0,50,0,0,0,145000
7155,7,8,1918,1990,0,0,600,628,600,1228,0,0,1,0,3,1,6,1,1,215,0,113,0,0,195,137000
7500,6,7,1942,1950,547,0,771,753,741,1494,0,0,1,0,3,1,7,2,1,213,0,0,0,0,224,177500
9600,5,7,1940,1950,428,0,728,976,332,1308,1,0,1,1,2,1,7,2,1,256,0,70,0,0,0,160000
14680,5,4,1960,1960,793,0,1273,1273,0,1273,0,0,1,0,2,1,5,0,1,307,483,0,0,0,115,155000
13360,5,7,1921,2006,713,0,876,964,0,964,1,0,1,0,2,1,5,0,2,432,0,0,44,0,0,163500
7681,5,6,1921,1950,0,0,731,820,523,1343,0,0,1,1,3,1,7,1,1,186,192,0,102,0,0,154900
1733,6,6,1980,1980,0,0,516,516,516,1032,0,0,1,0,2,1,5,1,2,452,279,0,0,0,0,115000
1488,6,6,1980,1992,471,0,561,561,668,1229,1,0,1,1,2,1,5,1,2,462,176,0,0,0,0,137000
1612,6,6,1980,1980,0,0,561,561,668,1229,0,0,1,1,2,1,5,1,2,462,154,0,0,0,0,121000
1300,6,6,1980,1980,285,0,561,561,668,1229,0,0,1,1,2,1,5,1,2,462,150,0,0,0,0,124000
10690,5,7,1920,1997,456,0,672,672,672,1344,0,0,1,0,3,1,6,0,1,468,0,128,218,0,0,147000
6402,5,5,1920,1950,0,0,596,596,596,1192,0,0,1,0,3,1,6,0,1,189,0,0,137,0,0,78000
10200,4,6,1925,1950,0,0,572,572,0,572,0,0,1,0,2,1,4,0,1,200,0,0,72,0,0,75000
21780,2,4,1910,1950,0,0,0,810,0,810,0,0,1,0,1,1,4,0,1,280,119,24,0,0,0,57625
9750,6,6,1977,1977,767,0,902,926,0,926,1,0,1,0,2,1,5,1,1,351,319,0,0,0,0,156450
9360,6,7,1977,1977,841,116,957,1287,0,1287,1,0,1,1,2,1,5,2,2,541,302,39,0,0,120,173000
9947,7,5,1990,1991,611,0,1188,1217,0,1217,1,0,2,0,3,1,6,0,2,497,168,27,0,0,0,173000
8925,8,5,2007,2007,16,0,1466,1466,0,1466,0,0,2,0,3,1,7,0,3,610,100,18,0,0,0,201000
